sep=,
"HGNC ID (gene)","Approved symbol","Approved name","Previous symbols","Aliases","Chromosome","Group"
"HGNC:23689","GPR158","G protein-coupled receptor 158","","","10p12.1","G protein-coupled receptors, Class C orphans"
"HGNC:31371","GPR179","G protein-coupled receptor 179","GPR158L1","","17q12","G protein-coupled receptors, Class C orphans"
"HGNC:4038","FZD1","frizzled class receptor 1","","","7q21.13","G protein-coupled receptors, Class F frizzled"
"HGNC:4040","FZD2","frizzled class receptor 2","","","17q21.31","G protein-coupled receptors, Class F frizzled"
"HGNC:4041","FZD3","frizzled class receptor 3","","","8p21.1","G protein-coupled receptors, Class F frizzled"
"HGNC:4042","FZD4","frizzled class receptor 4","EVR1","","11q14.2","G protein-coupled receptors, Class F frizzled"
"HGNC:4043","FZD5","frizzled class receptor 5","C2orf31","","2q33.3","G protein-coupled receptors, Class F frizzled"
"HGNC:4044","FZD6","frizzled class receptor 6","","","8q22.3","G protein-coupled receptors, Class F frizzled"
"HGNC:4045","FZD7","frizzled class receptor 7","","","2q33.1","G protein-coupled receptors, Class F frizzled"
"HGNC:4046","FZD8","frizzled class receptor 8","","","10p11.21","G protein-coupled receptors, Class F frizzled"
"HGNC:4047","FZD9","frizzled class receptor 9","","","7q11.23","G protein-coupled receptors, Class F frizzled"
"HGNC:4039","FZD10","frizzled class receptor 10","","","12q24.33","G protein-coupled receptors, Class F frizzled"
"HGNC:11119","SMO","smoothened, frizzled class receptor","SMOH","","7q32.1","G protein-coupled receptors, Class F frizzled"
"HGNC:5182","HRH1","histamine receptor H1","","","3p25.3","Histamine receptors"
"HGNC:5183","HRH2","histamine receptor H2","","","5q35.2","Histamine receptors"
"HGNC:5184","HRH3","histamine receptor H3","","","20q13.33","Histamine receptors"
"HGNC:17383","HRH4","histamine receptor H4","","","18q11.2","Histamine receptors"
"HGNC:4532","HCAR1","hydroxycarboxylic acid receptor 1","GPR104,GPR81","","12q24.31","Hydroxy-carboxylic acid receptors"
"HGNC:24827","HCAR2","hydroxycarboxylic acid receptor 2","GPR109A","","12q24.31","Hydroxy-carboxylic acid receptors"
"HGNC:16824","HCAR3","hydroxycarboxylic acid receptor 3","GPR109B","","12q24.31","Hydroxy-carboxylic acid receptors"
"HGNC:4848","HCRTR1","hypocretin receptor 1","","","1p35.2","Hypocretin receptors"
"HGNC:4849","HCRTR2","hypocretin receptor 2","","","6p12.1","Hypocretin receptors"
"HGNC:17451","CYSLTR1","cysteinyl leukotriene receptor 1","","","Xq21.1","Leukotriene receptors"
"HGNC:18274","CYSLTR2","cysteinyl leukotriene receptor 2","","","13q14.2","Leukotriene receptors"
"HGNC:3827","FPR2","formyl peptide receptor 2","FPRL1","","19q13.41","Leukotriene receptors"
"HGNC:6713","LTB4R","leukotriene B4 receptor","P2RY7,GPR16,CMKRL1","","14q12","Leukotriene receptors"
"HGNC:19260","LTB4R2","leukotriene B4 receptor 2","","","14q12","Leukotriene receptors"
"HGNC:24884","OXER1","oxoeicosanoid receptor 1","","","2p21","Leukotriene receptors"
"HGNC:3166","LPAR1","lysophosphatidic acid receptor 1","EDG2","","9q31.3","Lysophosphatidic acid receptors"
"HGNC:3168","LPAR2","lysophosphatidic acid receptor 2","EDG4","","19p13.11","Lysophosphatidic acid receptors"
"HGNC:14298","LPAR3","lysophosphatidic acid receptor 3","EDG7","","1p22.3","Lysophosphatidic acid receptors"
"HGNC:4478","LPAR4","lysophosphatidic acid receptor 4","GPR23","","Xq21.1","Lysophosphatidic acid receptors"
"HGNC:13307","LPAR5","lysophosphatidic acid receptor 5","GPR93,GPR92","","12p13.31","Lysophosphatidic acid receptors"
"HGNC:15520","LPAR6","lysophosphatidic acid receptor 6","P2RY5","","13q14.2","Lysophosphatidic acid receptors"
"HGNC:4479","MCHR1","melanin concentrating hormone receptor 1","GPR24","","22q13.2","Melanin concentrating hormone receptors"
"HGNC:20867","MCHR2","melanin concentrating hormone receptor 2","GPR145","","6q16.2","Melanin concentrating hormone receptors"
"HGNC:6929","MC1R","melanocortin 1 receptor","","","16q24.3","Melanocortin receptors"
"HGNC:6930","MC2R","melanocortin 2 receptor","","","18p11.2","Melanocortin receptors"
"HGNC:6931","MC3R","melanocortin 3 receptor","","","20q13.2","Melanocortin receptors"
"HGNC:6932","MC4R","melanocortin 4 receptor","","","18q21.32","Melanocortin receptors"
"HGNC:6933","MC5R","melanocortin 5 receptor","","","18p11.21","Melanocortin receptors"
"HGNC:7463","MTNR1A","melatonin receptor 1A","","","4q35.2","Melatonin receptors"
"HGNC:7464","MTNR1B","melatonin receptor 1B","","","11q14.3","Melatonin receptors"
"HGNC:4518","NMUR1","neuromedin U receptor 1","GPR66","","2q37.1","Neuromedin U receptors"
"HGNC:16454","NMUR2","neuromedin U receptor 2","NMU2R","","5q33.1","Neuromedin U receptors"
"HGNC:4522","NPBWR1","neuropeptides B and W receptor 1","GPR7","","8q11.23","Neuropeptide receptors"
"HGNC:4530","NPBWR2","neuropeptides B and W receptor 2","GPR8","","20q13.33","Neuropeptide receptors"
"HGNC:17425","NPFFR1","neuropeptide FF receptor 1","GPR147","","10q22.1","Neuropeptide receptors"
"HGNC:4525","NPFFR2","neuropeptide FF receptor 2","GPR74","","4q13.3","Neuropeptide receptors"
"HGNC:23631","NPSR1","neuropeptide S receptor 1","GPR154","","7p14.3","Neuropeptide receptors"
"HGNC:7956","NPY1R","neuropeptide Y receptor Y1","NPYR","","4q32.2","Neuropeptide receptors"
"HGNC:7957","NPY2R","neuropeptide Y receptor Y2","","","4q32.1","Neuropeptide receptors"
"HGNC:9329","NPY4R","neuropeptide Y receptor Y4","PPYR1","","10q11.22","Neuropeptide receptors"
"HGNC:52383","NPY4R2","neuropeptide Y receptor Y4-2","","","10q11.22","Neuropeptide receptors"
"HGNC:7958","NPY5R","neuropeptide Y receptor Y5","","","4q32.2","Neuropeptide receptors"
"HGNC:7959","NPY6R","neuropeptide Y receptor Y6 (pseudogene)","","","5q31.2","Neuropeptide receptors"
"HGNC:8039","NTSR1","neurotensin receptor 1","","","20q13.33","Neurotensin receptors"
"HGNC:8040","NTSR2","neurotensin receptor 2","","","2p25.1","Neurotensin receptors"
"HGNC:14750","OR1AA1P","olfactory receptor family 1 subfamily AA member 1 pseudogene","","","Xq26.2","Olfactory receptors, family 1"
"HGNC:15390","OR1AB1P","olfactory receptor family 1 subfamily AB member 1 pseudogene","","","19p13.12","Olfactory receptors, family 1"
"HGNC:31243","OR1AC1P","olfactory receptor family 1 subfamily AC member 1 pseudogene","","","17p13.3","Olfactory receptors, family 1"
"HGNC:8179","OR1A1","olfactory receptor family 1 subfamily A member 1","","","17p13.3","Olfactory receptors, family 1"
"HGNC:8180","OR1A2","olfactory receptor family 1 subfamily A member 2","","","17p13.3","Olfactory receptors, family 1"
"HGNC:8181","OR1B1","olfactory receptor family 1 subfamily B member 1","","","9q33.2","Olfactory receptors, family 1"
"HGNC:8182","OR1C1","olfactory receptor family 1 subfamily C member 1","","","1q44","Olfactory receptors, family 1"
"HGNC:8183","OR1D2","olfactory receptor family 1 subfamily D member 2","OLFR1","","17p13.3","Olfactory receptors, family 1"
"HGNC:8184","OR1D3P","olfactory receptor family 1 subfamily D member 3 pseudogene","OR1D6P,OR1D7P","","17p13.3","Olfactory receptors, family 1"
"HGNC:8185","OR1D4","olfactory receptor family 1 subfamily D member 4","","","17p13.3","Olfactory receptors, family 1"
"HGNC:8186","OR1D5","olfactory receptor family 1 subfamily D member 5","","","17p13.3","Olfactory receptors, family 1"
"HGNC:8189","OR1E1","olfactory receptor family 1 subfamily E member 1","OR1E9P,OR1E5,OR1E6","","17p13.3","Olfactory receptors, family 1"
"HGNC:8190","OR1E2","olfactory receptor family 1 subfamily E member 2","OR1E4","","17p13.2","Olfactory receptors, family 1"
"HGNC:8191","OR1E3","olfactory receptor family 1 subfamily E member 3","OR1E3P","","17p13.3","Olfactory receptors, family 1"
"HGNC:8194","OR1F1","olfactory receptor family 1 subfamily F member 1","OR1F4,OR1F6,OR1F7,OR1F8,OR1F9,OR1F5,OR1F10,OR1F13P","","16p13.3","Olfactory receptors, family 1"
"HGNC:8196","OR1F2P","olfactory receptor family 1 subfamily F member 2 pseudogene","OR1F3P,OR1F2","","16p13.3","Olfactory receptors, family 1"
"HGNC:13964","OR1F12","olfactory receptor family 1 subfamily F member 12","OR1F12P","","6p22.1","Olfactory receptors, family 1"
"HGNC:8204","OR1G1","olfactory receptor family 1 subfamily G member 1","OR1G2","","17p13.3","Olfactory receptors, family 1"
"HGNC:8206","OR1H1P","olfactory receptor family 1 subfamily H member 1 pseudogene","OR1H1","","9q33.2","Olfactory receptors, family 1"
"HGNC:8207","OR1I1","olfactory receptor family 1 subfamily I member 1","","","19p13.1","Olfactory receptors, family 1"
"HGNC:8208","OR1J1","olfactory receptor family 1 subfamily J member 1","","","9q33.2","Olfactory receptors, family 1"
"HGNC:8209","OR1J2","olfactory receptor family 1 subfamily J member 2","OR1J3,OR1J5","","9q33.2","Olfactory receptors, family 1"
"HGNC:8211","OR1J4","olfactory receptor family 1 subfamily J member 4","","","9q33.2","Olfactory receptors, family 1"
"HGNC:8212","OR1K1","olfactory receptor family 1 subfamily K member 1","","","9q33","Olfactory receptors, family 1"
"HGNC:8213","OR1L1","olfactory receptor family 1 subfamily L member 1","OR1L2","","9q33.2","Olfactory receptors, family 1"
"HGNC:8215","OR1L3","olfactory receptor family 1 subfamily L member 3","","","9q33.2","Olfactory receptors, family 1"
"HGNC:8216","OR1L4","olfactory receptor family 1 subfamily L member 4","OR1L5","","9q33.2","Olfactory receptors, family 1"
"HGNC:8218","OR1L6","olfactory receptor family 1 subfamily L member 6","OR1L7","","9q33.2","Olfactory receptors, family 1"
"HGNC:15110","OR1L8","olfactory receptor family 1 subfamily L member 8","","","9q33.2","Olfactory receptors, family 1"
"HGNC:8220","OR1M1","olfactory receptor family 1 subfamily M member 1","","","19p13.2","Olfactory receptors, family 1"
"HGNC:31244","OR1M4P","olfactory receptor family 1 subfamily M member 4 pseudogene","","","19p13.2","Olfactory receptors, family 1"
"HGNC:8221","OR1N1","olfactory receptor family 1 subfamily N member 1","OR1N3","","9q33.2","Olfactory receptors, family 1"
"HGNC:15111","OR1N2","olfactory receptor family 1 subfamily N member 2","","","9q33.2","Olfactory receptors, family 1"
"HGNC:8222","OR1P1","olfactory receptor family 1 subfamily P member 1 (gene/pseudogene)","OR1P1P","","17p13.3","Olfactory receptors, family 1"
"HGNC:8223","OR1Q1","olfactory receptor family 1 subfamily Q member 1","OR1Q2,OR1Q3","","9q33.2","Olfactory receptors, family 1"
"HGNC:8226","OR1R1P","olfactory receptor family 1 subfamily R member 1 pseudogene","OR20A1P,OR1R2P,OR1R3P","","17p13.3","Olfactory receptors, family 1"
"HGNC:8227","OR1S1","olfactory receptor family 1 subfamily S member 1","","","11q12.1","Olfactory receptors, family 1"
"HGNC:15141","OR1S2","olfactory receptor family 1 subfamily S member 2","","","11q12.1","Olfactory receptors, family 1"
"HGNC:15062","OR1X1P","olfactory receptor family 1 subfamily X member 1 pseudogene","","","5q35.2","Olfactory receptors, family 1"
"HGNC:31245","OR1X5P","olfactory receptor family 1 subfamily X member 5 pseudogene","","","5q35.3","Olfactory receptors, family 1"
"HGNC:14749","OR2AD1P","olfactory receptor family 2 subfamily AD member 1 pseudogene","","","6p22.1","Olfactory receptors, family 2"
"HGNC:15087","OR2AE1","olfactory receptor family 2 subfamily AE member 1","OR2AE2","","7q22.1","Olfactory receptors, family 2"
"HGNC:14719","OR2AF1P","olfactory receptor family 2 subfamily AF member 1 pseudogene","OR2AF2P","","Xq26.2","Olfactory receptors, family 2"
"HGNC:15142","OR2AG1","olfactory receptor family 2 subfamily AG member 1","OR2AG3","","11p15.4","Olfactory receptors, family 2"
"HGNC:15143","OR2AG2","olfactory receptor family 2 subfamily AG member 2","OR2AG2P","","11p15.4","Olfactory receptors, family 2"
"HGNC:15144","OR2AH1P","olfactory receptor family 2 subfamily AH member 1 pseudogene","","","11q12.1","Olfactory receptors, family 2"
"HGNC:15063","OR2AI1P","olfactory receptor family 2 subfamily AI member 1 pseudogene","","","5q35.3","Olfactory receptors, family 2"
"HGNC:15001","OR2AJ1","olfactory receptor family 2 subfamily AJ member 1","OR2AJ1P","","1q44","Olfactory receptors, family 2"
"HGNC:19569","OR2AK2","olfactory receptor family 2 subfamily AK member 2","OR2AK1P","","1q44","Olfactory receptors, family 2"
"HGNC:14712","OR2AL1P","olfactory receptor family 2 subfamily AL member 1 pseudogene","","","11q22.3","Olfactory receptors, family 2"
"HGNC:15113","OR2AM1P","olfactory receptor family 2 subfamily AM member 1 pseudogene","","","9p13.3","Olfactory receptors, family 2"
"HGNC:31247","OR2AO1P","olfactory receptor family 2 subfamily AO member 1 pseudogene","","","7q35","Olfactory receptors, family 2"
"HGNC:15335","OR2AP1","olfactory receptor family 2 subfamily AP member 1","OR2AP1P","","12q13.2","Olfactory receptors, family 2"
"HGNC:15003","OR2AQ1P","olfactory receptor family 2 subfamily AQ member 1 pseudogene","","","1q23.1","Olfactory receptors, family 2"
"HGNC:15004","OR2AS1P","olfactory receptor family 2 subfamily AS member 1 pseudogene","","","1q44","Olfactory receptors, family 2"
"HGNC:31248","OR2AS2P","olfactory receptor family 2 subfamily AS member 2 pseudogene","","","1q44","Olfactory receptors, family 2"
"HGNC:15145","OR2AT1P","olfactory receptor family 2 subfamily AT member 1 pseudogene","","","11q13.4","Olfactory receptors, family 2"
"HGNC:19619","OR2AT2P","olfactory receptor family 2 subfamily AT member 2 pseudogene","","","11q13.4","Olfactory receptors, family 2"
"HGNC:19620","OR2AT4","olfactory receptor family 2 subfamily AT member 4","","","11q13.4","Olfactory receptors, family 2"
"HGNC:8229","OR2A1","olfactory receptor family 2 subfamily A member 1","","","7q35","Olfactory receptors, family 2"
"HGNC:8230","OR2A2","olfactory receptor family 2 subfamily A member 2","OR2A2P,OR2A17P","","7q35","Olfactory receptors, family 2"
"HGNC:8231","OR2A3P","olfactory receptor family 2 subfamily A member 3 pseudogene","","","7q35","Olfactory receptors, family 2"
"HGNC:14729","OR2A4","olfactory receptor family 2 subfamily A member 4","OR2A10","","6q23.2","Olfactory receptors, family 2"
"HGNC:8232","OR2A5","olfactory receptor family 2 subfamily A member 5","OR2A8,OR2A26","","7q35","Olfactory receptors, family 2"
"HGNC:8234","OR2A7","olfactory receptor family 2 subfamily A member 7","","","7q35","Olfactory receptors, family 2"
"HGNC:8236","OR2A9P","olfactory receptor family 2 subfamily A member 9 pseudogene","OR2A9","","7q35","Olfactory receptors, family 2"
"HGNC:15082","OR2A12","olfactory receptor family 2 subfamily A member 12","OR2A12P","","7q35","Olfactory receptors, family 2"
"HGNC:15083","OR2A13P","olfactory receptor family 2 subfamily A member 13 pseudogene","","","7q35","Olfactory receptors, family 2"
"HGNC:15084","OR2A14","olfactory receptor family 2 subfamily A member 14","OR2A14P,OR2A6","","7q35","Olfactory receptors, family 2"
"HGNC:15085","OR2A15P","olfactory receptor family 2 subfamily A member 15 pseudogene","OR2A28P","","7q35","Olfactory receptors, family 2"
"HGNC:15413","OR2A20P","olfactory receptor family 2 subfamily A member 20 pseudogene","OR2A20","","7q35","Olfactory receptors, family 2"
"HGNC:19562","OR2A25","olfactory receptor family 2 subfamily A member 25","OR2A25P,OR2A27","","7q35","Olfactory receptors, family 2"
"HGNC:31246","OR2A41P","olfactory receptor family 2 subfamily A member 41 pseudogene","","","7q35","Olfactory receptors, family 2"
"HGNC:31230","OR2A42","olfactory receptor family 2 subfamily A member 42","","","7q35","Olfactory receptors, family 2"
"HGNC:31250","OR2BH1P","olfactory receptor family 2 subfamily BH member 1 pseudogene","","","11p14.1","Olfactory receptors, family 2"
"HGNC:13966","OR2B2","olfactory receptor family 2 subfamily B member 2","OR2B9","","6p22.1","Olfactory receptors, family 2"
"HGNC:8238","OR2B3","olfactory receptor family 2 subfamily B member 3","OR2B3P","","6p22.1","Olfactory receptors, family 2"
"HGNC:8239","OR2B4P","olfactory receptor family 2 subfamily B member 4 pseudogene","","","6p22.2-p21.32","Olfactory receptors, family 2"
"HGNC:8241","OR2B6","olfactory receptor family 2 subfamily B member 6","OR2B6P,OR2B1,OR2B1P,OR2B5","","6p22.1","Olfactory receptors, family 2"
"HGNC:13967","OR2B7P","olfactory receptor family 2 subfamily B member 7 pseudogene","","","6p22.1","Olfactory receptors, family 2"
"HGNC:13968","OR2B8P","olfactory receptor family 2 subfamily B member 8 pseudogene","OR2B8","","6p22.1","Olfactory receptors, family 2"
"HGNC:31249","OR2B11","olfactory receptor family 2 subfamily B member 11","","","1q44","Olfactory receptors, family 2"
"HGNC:8242","OR2C1","olfactory receptor family 2 subfamily C member 1","OR2C2P","","16p13.3","Olfactory receptors, family 2"
"HGNC:15005","OR2C3","olfactory receptor family 2 subfamily C member 3","OR2C4,OR2C5P","","1q44","Olfactory receptors, family 2"
"HGNC:8244","OR2D2","olfactory receptor family 2 subfamily D member 2","OR2D1","","11p15.4","Olfactory receptors, family 2"
"HGNC:15146","OR2D3","olfactory receptor family 2 subfamily D member 3","","","11p15.4","Olfactory receptors, family 2"
"HGNC:15507","OR2E1P","olfactory receptor family 2 subfamily E member 1 pseudogene","OR2E1,OR2E2","","6p22.1","Olfactory receptors, family 2"
"HGNC:8246","OR2F1","olfactory receptor family 2 subfamily F member 1","OR2F4,OR2F5,OR2F3,OR2F3P","","7q35","Olfactory receptors, family 2"
"HGNC:8247","OR2F2","olfactory receptor family 2 subfamily F member 2","","","7q35","Olfactory receptors, family 2"
"HGNC:8251","OR2G1P","olfactory receptor family 2 subfamily G member 1 pseudogene","","","6p22.1","Olfactory receptors, family 2"
"HGNC:15007","OR2G2","olfactory receptor family 2 subfamily G member 2","","","1q44","Olfactory receptors, family 2"
"HGNC:15008","OR2G3","olfactory receptor family 2 subfamily G member 3","","","1q44","Olfactory receptors, family 2"
"HGNC:27019","OR2G6","olfactory receptor family 2 subfamily G member 6","","","1q44","Olfactory receptors, family 2"
"HGNC:8252","OR2H1","olfactory receptor family 2 subfamily H member 1","OR2H6,OR2H8","","6p22.1","Olfactory receptors, family 2"
"HGNC:8253","OR2H2","olfactory receptor family 2 subfamily H member 2","","","6p22.1","Olfactory receptors, family 2"
"HGNC:8255","OR2H4P","olfactory receptor family 2 subfamily H member 4 pseudogene","","","6p22.2-p21.31","Olfactory receptors, family 2"
"HGNC:8256","OR2H5P","olfactory receptor family 2 subfamily H member 5 pseudogene","","","6p22.1","Olfactory receptors, family 2"
"HGNC:8258","OR2I1P","olfactory receptor family 2 subfamily I member 1 pseudogene","OR2I1,OR2I3P,OR2I4P,OR2I2","","6p22.1","Olfactory receptors, family 2"
"HGNC:8259","OR2J1","olfactory receptor family 2 subfamily J member 1","OR2J1P","","6p22.1","Olfactory receptors, family 2"
"HGNC:8260","OR2J2","olfactory receptor family 2 subfamily J member 2","","","6p22.1","Olfactory receptors, family 2"
"HGNC:8261","OR2J3","olfactory receptor family 2 subfamily J member 3","","","6p22.1","Olfactory receptors, family 2"
"HGNC:8262","OR2J4P","olfactory receptor family 2 subfamily J member 4 pseudogene","","","6p22.1","Olfactory receptors, family 2"
"HGNC:8264","OR2K2","olfactory receptor family 2 subfamily K member 2","OR2AR1P","","9q31.3","Olfactory receptors, family 2"
"HGNC:8265","OR2L1P","olfactory receptor family 2 subfamily L member 1 pseudogene","OR2L1,OR2L7P","","1q44","Olfactory receptors, family 2"
"HGNC:8266","OR2L2","olfactory receptor family 2 subfamily L member 2","OR2L4P,OR2L12","","1q44","Olfactory receptors, family 2"
"HGNC:15009","OR2L3","olfactory receptor family 2 subfamily L member 3","","","1q44","Olfactory receptors, family 2"
"HGNC:15011","OR2L5","olfactory receptor family 2 subfamily L member 5","OR2L11,OR2L5P","","1q44","Olfactory receptors, family 2"
"HGNC:15012","OR2L6P","olfactory receptor family 2 subfamily L member 6 pseudogene","","","1q44","Olfactory receptors, family 2"
"HGNC:15014","OR2L8","olfactory receptor family 2 subfamily L member 8","","","1q44","Olfactory receptors, family 2"
"HGNC:15015","OR2L9P","olfactory receptor family 2 subfamily L member 9 pseudogene","","","1q44","Olfactory receptors, family 2"
"HGNC:19578","OR2L13","olfactory receptor family 2 subfamily L member 13","OR2L14","","1q44","Olfactory receptors, family 2"
"HGNC:8267","OR2M1P","olfactory receptor family 2 subfamily M member 1 pseudogene","OR2M1","","1q44","Olfactory receptors, family 2"
"HGNC:8268","OR2M2","olfactory receptor family 2 subfamily M member 2","","","1q44","Olfactory receptors, family 2"
"HGNC:8269","OR2M3","olfactory receptor family 2 subfamily M member 3","OR2M6,OR2M3P","","1q44","Olfactory receptors, family 2"
"HGNC:8270","OR2M4","olfactory receptor family 2 subfamily M member 4","","","1q44","Olfactory receptors, family 2"
"HGNC:19576","OR2M5","olfactory receptor family 2 subfamily M member 5","OR2M5P","","1q44","Olfactory receptors, family 2"
"HGNC:19594","OR2M7","olfactory receptor family 2 subfamily M member 7","","","1q44","Olfactory receptors, family 2"
"HGNC:8271","OR2N1P","olfactory receptor family 2 subfamily N member 1 pseudogene","","","6p22.2-p21.31","Olfactory receptors, family 2"
"HGNC:8272","OR2P1P","olfactory receptor family 2 subfamily P member 1 pseudogene","","","6p22.1","Olfactory receptors, family 2"
"HGNC:8273","OR2Q1P","olfactory receptor family 2 subfamily Q member 1 pseudogene","","","7q35","Olfactory receptors, family 2"
"HGNC:8274","OR2R1P","olfactory receptor family 2 subfamily R member 1, pseudogene","OR2R1","","7q35","Olfactory receptors, family 2"
"HGNC:8275","OR2S1P","olfactory receptor family 2 subfamily S member 1 pseudogene","","","9p13.3","Olfactory receptors, family 2"
"HGNC:8276","OR2S2","olfactory receptor family 2 subfamily S member 2","","","9p13.3","Olfactory receptors, family 2"
"HGNC:8277","OR2T1","olfactory receptor family 2 subfamily T member 1","","","1q44","Olfactory receptors, family 2"
"HGNC:14725","OR2T2","olfactory receptor family 2 subfamily T member 2","OR2T2P","","1q44","Olfactory receptors, family 2"
"HGNC:14727","OR2T3","olfactory receptor family 2 subfamily T member 3","","","1q44","Olfactory receptors, family 2"
"HGNC:15016","OR2T4","olfactory receptor family 2 subfamily T member 4","","","1q44","Olfactory receptors, family 2"
"HGNC:15017","OR2T5","olfactory receptor family 2 subfamily T member 5","","","1q44","Olfactory receptors, family 2"
"HGNC:15018","OR2T6","olfactory receptor family 2 subfamily T member 6","OR2T6P,OR2T9","","1q44","Olfactory receptors, family 2"
"HGNC:15019","OR2T7","olfactory receptor family 2 subfamily T member 7","OR2T7P","","1q44","Olfactory receptors, family 2"
"HGNC:15020","OR2T8","olfactory receptor family 2 subfamily T member 8","OR2T8P","","1q44","Olfactory receptors, family 2"
"HGNC:19573","OR2T10","olfactory receptor family 2 subfamily T member 10","","","1q44","Olfactory receptors, family 2"
"HGNC:19574","OR2T11","olfactory receptor family 2 subfamily T member 11","","","1q44","Olfactory receptors, family 2"
"HGNC:19592","OR2T12","olfactory receptor family 2 subfamily T member 12","","","1q44","Olfactory receptors, family 2"
"HGNC:31252","OR2T27","olfactory receptor family 2 subfamily T member 27","","","1q44","Olfactory receptors, family 2"
"HGNC:31253","OR2T29","olfactory receptor family 2 subfamily T member 29","","","1q44","Olfactory receptors, family 2"
"HGNC:31254","OR2T32P","olfactory receptor family 2 subfamily T member 32 pseudogene","","","1q44","Olfactory receptors, family 2"
"HGNC:31255","OR2T33","olfactory receptor family 2 subfamily T member 33","","","1q44","Olfactory receptors, family 2"
"HGNC:31256","OR2T34","olfactory receptor family 2 subfamily T member 34","","","1q44","Olfactory receptors, family 2"
"HGNC:31257","OR2T35","olfactory receptor family 2 subfamily T member 35","","","1q44","Olfactory receptors, family 2"
"HGNC:8278","OR2U1P","olfactory receptor family 2 subfamily U member 1 pseudogene","OR2AU1P","","6p22.1","Olfactory receptors, family 2"
"HGNC:8279","OR2U2P","olfactory receptor family 2 subfamily U member 2 pseudogene","","","6p22.1","Olfactory receptors, family 2"
"HGNC:8280","OR2V1","olfactory receptor family 2 subfamily V member 1","OR2V1P","","5q35.3","Olfactory receptors, family 2"
"HGNC:15341","OR2V2","olfactory receptor family 2 subfamily V member 2","OR2V3","","5q35.3","Olfactory receptors, family 2"
"HGNC:8281","OR2W1","olfactory receptor family 2 subfamily W member 1","","","6p22.1","Olfactory receptors, family 2"
"HGNC:13970","OR2W2P","olfactory receptor family 2 subfamily W member 2 pseudogene","","","6p22.1","Olfactory receptors, family 2"
"HGNC:15021","OR2W3","olfactory receptor family 2 subfamily W member 3","OR2W8P,OR2W3P","","1q44","Olfactory receptors, family 2"
"HGNC:15071","OR2W4P","olfactory receptor family 2 subfamily W member 4 pseudogene","","","6p22.1","Olfactory receptors, family 2"
"HGNC:15424","OR2W5","olfactory receptor family 2 subfamily W member 5","OR2W5P","","1q44","Olfactory receptors, family 2"
"HGNC:15072","OR2W6P","olfactory receptor family 2 subfamily W member 6 pseudogene","OR2W7P","","6p22.1","Olfactory receptors, family 2"
"HGNC:31258","OR2X1P","olfactory receptor family 2 subfamily X member 1 pseudogene","","","1q44","Olfactory receptors, family 2"
"HGNC:14837","OR2Y1","olfactory receptor family 2 subfamily Y member 1","","","5q35.3","Olfactory receptors, family 2"
"HGNC:15391","OR2Z1","olfactory receptor family 2 subfamily Z member 1","OR2Z2","","19p13.2","Olfactory receptors, family 2"
"HGNC:8282","OR3A1","olfactory receptor family 3 subfamily A member 1","","","17p13.3","Olfactory receptors, family 3"
"HGNC:8283","OR3A2","olfactory receptor family 3 subfamily A member 2","","","17p13.3","Olfactory receptors, family 3"
"HGNC:8284","OR3A3","olfactory receptor family 3 subfamily A member 3","OR3A6,OR3A7,OR3A8P","","17p13.2","Olfactory receptors, family 3"
"HGNC:15510","OR3A4P","olfactory receptor family 3 subfamily A member 4 pseudogene","OR3A4","","17p13.3","Olfactory receptors, family 3"
"HGNC:8286","OR3A5P","olfactory receptor family 3 subfamily A member 5 pseudogene","","","17p13.3","Olfactory receptors, family 3"
"HGNC:14839","OR3B1P","olfactory receptor family 3 subfamily B member 1 pseudogene","","","Xq28","Olfactory receptors, family 3"
"HGNC:25339","OR3D1P","olfactory receptor family 3 subfamily D member 1 pseudogene","","","1q44","Olfactory receptors, family 3"
"HGNC:8289","OR4A1P","olfactory receptor family 4 subfamily A member 1 pseudogene","OR4A20P","","11p11.12","Olfactory receptors, family 4"
"HGNC:15159","OR4A2P","olfactory receptor family 4 subfamily A member 2 pseudogene","","","11q11","Olfactory receptors, family 4"
"HGNC:15160","OR4A3P","olfactory receptor family 4 subfamily A member 3 pseudogene","","","11q11","Olfactory receptors, family 4"
"HGNC:15161","OR4A4P","olfactory receptor family 4 subfamily A member 4 pseudogene","OR4A4","","11q11","Olfactory receptors, family 4"
"HGNC:15162","OR4A5","olfactory receptor family 4 subfamily A member 5","","","11q11","Olfactory receptors, family 4"
"HGNC:15163","OR4A6P","olfactory receptor family 4 subfamily A member 6 pseudogene","","","11q11","Olfactory receptors, family 4"
"HGNC:15164","OR4A7P","olfactory receptor family 4 subfamily A member 7 pseudogene","","","11q11","Olfactory receptors, family 4"
"HGNC:15165","OR4A8","olfactory receptor family 4 subfamily A member 8 (gene/pseudogene)","OR4A8P","","11q11","Olfactory receptors, family 4"
"HGNC:15166","OR4A9P","olfactory receptor family 4 subfamily A member 9 pseudogene","","","11q11","Olfactory receptors, family 4"
"HGNC:15147","OR4A10P","olfactory receptor family 4 subfamily A member 10 pseudogene","OR4A25P","","11q11","Olfactory receptors, family 4"
"HGNC:15148","OR4A11P","olfactory receptor family 4 subfamily A member 11 pseudogene","","","11q11","Olfactory receptors, family 4"
"HGNC:15149","OR4A12P","olfactory receptor family 4 subfamily A member 12 pseudogene","","","11q11","Olfactory receptors, family 4"
